190,Read and Write RFid Data Using RC522 on Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,RFID data read/write with Pi + RC522.,2020-02-26,education,2543,1,Idris,Tutorial,Beginner,"MY, SG, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/read-and-write-rfid-data-using-rc522-on-raspberry-pi,"['RFID', 'Raspberry Pi', 'RC522', 'Raspberry Pi']","[{'name': 'RFID/NFC Module Kit (13.56MHz)', 'price': '0', 'quantity': '1'}]",
191,Iron Man Arc Reactor Using LED Ring and Maker UNO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,DIY arc reactor prop with LEDs.,2020-02-28,education,2065,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/iron-man-arc-reactor-using-led-ring-and-maker-uno,"['Arduino Ecosystem', 'Makers']",,
192,Mailbox Notification Using Blynk App,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Send notification when mailbox opens.,2020-03-06,education,2711,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/mailbox-notification-using-blynk-app,"['Arduino Ecosystem', 'Wireless & IoT']","[{'name': 'Male to Female Jumper Wire', 'price': '2', 'quantity': '1'}, {'name': 'Cytron ESP8266 WiFi Shield', 'price': '49', 'quantity': '1'}, {'name': 'IR Line Tracking Module', 'price': '1', 'quantity': '1'}, {'name': 'Maker UNO: Simplifying Arduino for {Education}', 'price': '36', 'quantity': '1'}]",
193,Install Blynk Server on Raspberry Pi,UPDATED,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Setup private Blynk IoT server on Pi.,2020-03-11,education,2372,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/install-blynk-server-on-raspberry-pi,"['Raspberry Pi', 'Raspbian Buster', 'Blynk Server', 'Raspberry Pi', 'Wireless & IoT']",,
194,Program micro:bit With Python Using Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Micro:bit programming using Pi + Python.,2020-03-13,education,1309,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW","Raspberry Pi, micro:bit",TRUE,https://my.cytron.io/tutorial/program-microbit-with-python-using-raspberry-pi,"['Arduino Ecosystem', 'Wireless & IoT']",,
195,Build Your Own Portable Contactless Temperature Reader,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Build portable IR thermometer with Arduino.,2020-03-18,education,2216,0,Idris,Tutorial,Beginner,"MY, SG",Arduino,TRUE,https://my.cytron.io/tutorial/build-your-own-portable-contactless-temperature-reader,"['Arduino', 'Covid-19', 'Corona Virus', 'Contactless Temperature Reader', 'Arduino Ecosystem', 'Sensor']","[{'name': 'Donut Board (Big) 10x24cm', 'price': '4', 'quantity': '1'}, {'name': 'Mini Slide Switch(PCB)', 'price': '0', 'quantity': '1'}, {'name': '14500 Li-Ion Battery 3.7V 600mAh', 'price': '8', 'quantity': '1'}, {'name': '1xAA Battery Holder', 'price': '0', 'quantity': '1'}, {'name': 'TTGO T-Display ESP32 1.14 Display Module-Presolder Header', 'price': '89', 'quantity': '1'}, {'name': 'MLX90614 Non-Contact Infrared Temperature Sensor', 'price': '49', 'quantity': '1'}, {'name': 'Artillery Hornet 3D Printer - Partially Assembled', 'price': 'N/A', 'quantity': '1'}]",
196,Automatic Soap Dispenser Using Maker UNO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,DIY touchless soap dispenser with Arduino.,2020-03-20,education,2732,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/automatic-soap-dispenser,"['Arduino Ecosystem', 'Wireless & IoT', 'Makers']",,
197,Send Data Wirelessly Between ESP32 Using ESP-NOW,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Direct wireless communication between ESP32 boards.,2020-03-25,education,3138,0,Idris,Project,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/send-data-wirelessly-between-esp32-using-esp-now,"['Arduino', 'wireless', 'ESP32', 'ESP-NOW', 'Arduino Ecosystem', 'Wireless & IoT', 'ESP32']",,
198,Non-Contact Hand Washing Timer Using Maker UNO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Arduino timer to track hand washing duration.,2020-03-27,education,1841,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/non-contact-hand-washing-timer-using-maker-uno,"['Arduino Ecosystem', 'Makers']",,
199,Program micro:bit Wirelessly Using Microbit App on iPad,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Wireless programming via micro:bit iOS app.,2020-04-01,education,2055,0,Idris,Tutorial,Beginner,"MY, SG, ",micro:bit,TRUE,https://my.cytron.io/tutorial/program-microbit-wirelessly-using-microbit-app-on-ipad,"['wireless', 'Microbit', 'iPad', 'micro:bit', 'Wireless & IoT']","[{'name': '2xAAA Battery Holder with On/Off Switch', 'price': '3', 'quantity': '1'}, {'name': 'PKCELL Ultra Alkaline AAA Battery (4pcs)', 'price': 'N/A', 'quantity': '1'}, {'name': 'micro:bit Junior Kit (V2)', 'price': '85', 'quantity': '1'}, {'name': 'micro:bit V2 Go Bundle', 'price': '95', 'quantity': '1'}]",
200,Make A Compass Using micro:bit,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,micro:bit compass with magnetometer sensor.,2020-04-03,education,1559,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",micro:bit,TRUE,https://my.cytron.io/tutorial/make-a-compass-using-microbit,"['wireless', 'micro:bit', 'Wireless & IoT']",,
201,Microbit Smart Home Kit: Voice-activated Lights,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Voice-activated light control project.,2020-04-08,education,2697,1,Idris,Project,Beginner,"MY, SG, ",micro:bit,TRUE,https://my.cytron.io/tutorial/microbit-smart-home-kit-voice-activated-lights,"['Microbit', 'Smart Home', 'Voice Activated Lights', 'micro:bit']","[{'name': 'ElecFreaks micro:bit Smart Home Kit (without micro:bit)', 'price': '289', 'quantity': '1'}, {'name': 'PKCELL Ultra Alkaline AAA Battery (4pcs)', 'price': 'N/A', 'quantity': '1'}, {'name': 'micro:bit Smart Home Kit with micro:bit V2', 'price': '369', 'quantity': '1'}]",
202,Microbit Smart Home Kit: Smart Wardrobe,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,IoT wardrobe automation with micro:bit kit.,2020-04-15,education,2287,0,Idris,Project,Beginner,"MY, SG, ",micro:bit,TRUE,https://my.cytron.io/tutorial/microbit-smart-home-kit-smart-wardrobe,"['Microbit', 'Smart Home', 'Smart Wardrobe', 'micro:bit']","[{'name': 'ElecFreaks micro:bit Smart Home Kit (without micro:bit)', 'price': '289', 'quantity': '1'}, {'name': 'PKCELL Ultra Alkaline AAA Battery (4pcs)', 'price': 'N/A', 'quantity': '1'}, {'name': 'micro:bit Smart Home Kit with micro:bit V2', 'price': '369', 'quantity': '1'}]",
203,Microbit Smart Home Kit: Timer Alarm,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Build alarm clock with micro:bit.,2020-04-22,education,1489,0,Idris,Project,Beginner,"MY, SG,",micro:bit,TRUE,https://my.cytron.io/tutorial/microbit-smart-home-kit-timer-alarm,"['Microbit', 'Timer Alarm', 'micro:bit']","[{'name': 'ElecFreaks micro:bit Smart Home Kit (without micro:bit)', 'price': '289', 'quantity': '1'}, {'name': 'PKCELL Ultra Alkaline AAA Battery (4pcs)', 'price': 'N/A', 'quantity': '1'}, {'name': 'micro:bit Smart Home Kit with micro:bit V2', 'price': '369', 'quantity': '1'}]",
204,Microbit Smart Home Kit: Auto Plant Watering System,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Automate plant watering with micro:bit kit.,2020-04-24,education,2264,0,suadanwar,Tutorial,Beginner,"MY, SG, WWW",micro:bit,TRUE,https://my.cytron.io/tutorial/microbit-smart-home-kit-auto-plant-watering-system,"['Microbit', 'Smart Home', 'smart fan', 'micro:bit']","[{'name': 'micro:bit Smart Home Kit with micro:bit V2', 'price': '369', 'quantity': '1'}]",
205,Display Covid19 Data (Malaysia) on Dot Matrix Using ESP32,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Show real-time Covid19 stats on ESP32 dot matrix.,2020-04-29,education,1889,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/display-covid19-data-malaysia-on-dot-matrix-using-esp32,"['Dot Matrix', 'KKM', 'Wireless & IoT', 'ESP32']",,
206,Control LED Strip Using ESP32 and Blynk App,RE-EDIT,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,Control WS2812 LED strip via ESP32 and Blynk app.,2020-05-01,education,2748,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/control-led-strip-using-esp32-and-blynk-app,"['ESP32', 'LED strip', 'Arduino Ecosystem', 'Wireless & IoT', 'Makers']",,
207,Set Your Raspberry Pi as a Wireless PC Webcam,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Turn Pi into a wireless USB webcam.,2020-05-06,education,1611,0,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/set-your-raspberry-pi-as-a-wireless-pc-webcam,"['Raspberry Pi', 'PC Webcam', 'MJPEG Camera', 'Raspberry Pi']",,
208,Gas Detector Using MQ2 on ESP32 and Blynk App,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,"Build gas leak detector with MQ2 sensor, ESP32, and Blynk app.",2020-05-08,education,8113,0,suadanwar,Tutorial,Beginner,"MY, SG, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/gas-detector-using-mq2-on-esp32-and-blynk-app,"['ESP32', 'LED strip', 'Arduino Ecosystem', 'Wireless & IoT', 'Makers']","[{'name': 'Male to Female Jumper Wire', 'price': '2', 'quantity': '1'}, {'name': 'USB Micro B Cable', 'price': '4', 'quantity': '1'}, {'name': 'Node32 Lite Wifi & Bluetooth Development Kit', 'price': 'N/A', 'quantity': '1'}]",
209,WS2812 Ring LED Clock With NTP Server Using ESP32,UPDATED,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,Real-time IoT clock using ESP32 and WS2812 LEDs.,2020-05-13,education,3360,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/ws2812-ring-led-clock-with-ntp-server-using-esp32,"['WS2812', 'ESP32', 'NTP Server', 'Ring LED Clock', 'ESP32']",,
210,LED KETUPAT RAYA WITH MAKER UNO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Festive LED ketupat project with Arduino.,2020-05-15,education,2231,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/led-ketupat-raya-with-maker-uno,"['Arduino Ecosystem', 'Makers']",,
211,Program Arduino Boards Using Arduino IDE on Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Use Raspberry Pi as Arduino IDE programming station.,2020-05-20,education,1276,0,Idris,Protip,Beginner,"MY, SG, TH, VN, WWW","Raspberry Pi, Arduino",TRUE,https://my.cytron.io/tutorial/program-arduino-boards-using-arduino-ide-on-raspberry-pi,"['Arduino IDE', 'Raspberry Pi', 'Linux ARM 32 Bits', 'Raspberry Pi']",,
212,Take A Selfie Using Microbit As A Remote,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Use micro:bit as Bluetooth remote trigger for selfies.,2020-05-22,education,1220,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",micro:bit,TRUE,https://my.cytron.io/tutorial/take-a-selfie-using-microbit-as-a-remote,['micro:bit'],,
213,Raspberry Pi 4 Model B Now Has 8GB of RAM,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Announcement of Pi 4 with 8GB RAM.,2020-05-28,education,4710,0,Ober,News,Not a project,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/raspberry-pi-4-model-b-now-has-8gb-of-ram,"['Raspberry Pi', '8GB', 'RPI4B 8GB', '8G', '4 Model B', 'Raspberry Pi', 'News']",,
214,3D Printer Server With OctoPrint Using Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Setup OctoPrint server on Raspberry Pi for 3D printing.,2020-05-29,education,1306,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW","Raspberry Pi, 3DP",TRUE,https://my.cytron.io/tutorial/3d-printer-server-with-octoprint-using-raspberry-pi,"['Raspberry Pi', '3D Printer Server', 'OctoPrint', 'Raspberry Pi']",,
215,Program Maker pHAT Using Scratch on Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Learn to use Maker pHAT with Scratch programming.,2020-06-03,education,1180,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/program-maker-phat-using-scratch-on-raspberry-pi,"['Raspberry Pi', 'Maker pHAT', 'Scratch', 'Raspberry Pi']",,
216,Installing OpenCV on Raspberry Pi 4B,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Step-by-step installation of OpenCV for Pi.,2020-06-05,education,2631,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/installing-opencv-on-raspberry-pi-4b,"['Raspberry Pi', 'OpenCV', 'Raspberry Pi']",,
217,Telegram Bot on Raspberry Pi OS Using Raspberry Pi 4 Model B,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Create Telegram bots on Pi OS with Python.,2020-06-11,education,2443,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/telegram-bot-on-raspberry-pi-os-using-raspberry-pi-4-model-b,"['Raspberry Pi', 'Maker pHAT', 'Telegram Bot', 'Raspberry Pi', 'Wireless & IoT']",,
218,Face Detection with Pi Camera Using OpenCV and Haar Cascade,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Run face detection using OpenCV and Pi Camera.,2020-06-12,education,3524,0,suadanwar,Tutorial,Beginner,"MY, SG, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/face-detection-on-pi-camera-image-using-opencv-python3-on-raspberry-pi,"['ImageProcessing', 'ComputerVision', 'OpenCV', 'HaarCascade', 'FaceDetection', 'RaspberryPi', 'PiCamera', 'AI', 'DIY', 'STEM', 'Raspberry Pi']","[{'name': 'Raspberry Pi 4 Model B - 2GB', 'price': '208', 'quantity': '1'}, {'name': 'Raspberry Pi 15W (5V/3A) PSU USB-C UK Plug-White', 'price': '39', 'quantity': '1'}, {'name': 'Raspberry Pi A2 microSD Card - Pre-loaded with Raspberry Pi OS', 'price': '55', 'quantity': '1'}]",
219,Social Distance Alert Wristband Using Arduino (Maker Nano),RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Wristband project for Covid-19 distancing.,2020-06-17,education,2434,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/social-distance-alert-wristband-using-arduino-maker-nano,"['Social Distancing', 'Maker Nano', 'Recovery MCO', 'Arduino Ecosystem', 'Sensor']","[{'name': 'LiPo Battery 7.4V 450mAH', 'price': '20', 'quantity': '1'}, {'name': 'VL53L0X V2 Laser ToF Distance Sensor Module', 'price': '25', 'quantity': '1'}, {'name': 'Maker Nano: Simplifying Arduino for Projects', 'price': '35', 'quantity': '1'}]",
220,Sorting and Counting The Coin Using Maker NANO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Coin sorter and counter using sensors.,2020-06-19,education,2679,0,suadanwar,Tutorial,Beginner,"MY, TH",Arduino,TRUE,https://my.cytron.io/tutorial/sorting-and-counting-the-coin-using-maker-nano,"['Arduino Ecosystem', 'Makers']","[{'name': 'Breadboard 8.5x5.5cm (400 Holes)', 'price': '2', 'quantity': '1'}, {'name': 'IR Line Tracking Module', 'price': '1', 'quantity': '1'}, {'name': '40 Ways Male to Female Jumper Wire', 'price': '2', 'quantity': '1'}, {'name': '40 Ways Male to Male Jumper Wire', 'price': '2', 'quantity': '1'}, {'name': 'Maker UNO: Simplifying Arduino for {Education}', 'price': '36', 'quantity': '1'}, {'name': 'I2C 1602 Serial LCD for Arduino & RPI', 'price': '11', 'quantity': '1'}, {'name': '9V Battery Holder With Switch+Cover+DC Jack', 'price': '3', 'quantity': '1'}]",
221,Program ESP32-S2 Using Arduino IDE (Unofficial),RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Setup Arduino IDE for ESP32-S2 dev board.,2020-06-25,education,2789,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/program-esp32-s2-using-arduino-ide-unofficial,"['Arduino', 'ESP32S2', 'ESP32']",,
222,DS18B20 Waterproof Temperature Sensor with Maker UNO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Interface waterproof temp sensor with Arduino.,2020-06-26,education,2200,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/ds18b20-waterproof-temperature-sensor,"['Arduino Ecosystem', 'Makers']",,
223,Display Heart Rate Data on IoT Blynk Using Arduino,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Upload heart rate monitor data to Blynk IoT.,2020-07-02,education,2734,0,Idris,Tutorial,Beginner,"MY, SG, WWW","Arduino, IoT/ESP32",TRUE,https://my.cytron.io/tutorial/display-heart-rate-data-on-iot-blynk-using-arduino,"['Arduino', 'Internet of Things', 'Blynk', 'Arduino Ecosystem', 'Wireless & IoT']","[{'name': 'Cytron ESP8266 WiFi Shield', 'price': '49', 'quantity': '1'}, {'name': 'Grove - Finger-clip Heart Rate Sensor', 'price': 'N/A', 'quantity': '1'}, {'name': 'Grove Base Shield V2', 'price': '29', 'quantity': '1'}, {'name': 'Maker UNO: Simplifying Arduino for {Education}', 'price': '36', 'quantity': '1'}]",
224,Control PikaBot Using a Phone Through Bluetooth,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Control PikaBot robot with smartphone Bluetooth.,2020-07-03,education,2013,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/control-pikabot-using-a-phone-through-bluetooth,"['Bluetooth', 'HC05', 'Maker UNO', 'UNO', 'wireless', 'Wireless Control', 'Arduino Ecosystem', 'Makers']",,
225,Monitor Temperature Humidity Using IoT Telegram Bot on ESP32,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Send DHT22 data via ESP32 to Telegram.,2020-07-09,education,2834,0,Idris,Tutorial,Beginner,"MY, SG, TH, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/monitor-temperature-humidity-using-iot-telegram-bot-on-esp32,"['Internet of Things', 'DHT22', 'ESP32', 'Telegram Bot', 'Wireless & IoT', 'ESP32']","[{'name': 'DHT22 Temperature and Humidity Sensor Module Breakout', 'price': '15', 'quantity': '1'}, {'name': 'USB Type C Cable (1 Meter)', 'price': '8', 'quantity': '1'}, {'name': 'TTGO T-Display ESP32 1.14 Display Module-Presolder Header', 'price': '89', 'quantity': '1'}]",
226,Program PikaBot Using mBlock,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Use block-based coding to program PikaBot.,2020-07-10,education,2631,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/program-pikabot-using-mblock,"['Arduino Ecosystem', 'Makers']",,
227,Send Photo of Burglar To IoT Telegram Bot Using Raspberry Pi,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Security project: ESP32-CAM sends intruder photos.,2020-07-16,education,2002,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/send-photo-of-burglar-to-iot-telegram-bot-using-raspberry-pi,"['Raspberry Pi', 'Internet of Things', 'Telegram Bot', 'Telegram Photo', 'Raspberry Pi', 'Wireless & IoT']",,
228,Read QR Codes with Raspberry Pi Camera and OpenCV,COMBINE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,QR code reader with Pi Camera.,2020-07-22,education,3903,1,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/reading-qr-code-using-raspberry-pi-camera,"['QRCode', 'RaspberryPi', 'Camera', 'OpenCV', 'ImageProcessing', 'ComputerVision', 'DIY', 'STEM', 'Electronics', 'Raspberry Pi']","[{'name': 'Raspberry Pi 8MP Camera Module V2', 'price': '79', 'quantity': '1'}, {'name': '5MP OV5647 Camera Module for Raspberry Pi', 'price': '29', 'quantity': '1'}, {'name': 'Maker pHAT: Simplifying Raspberry Pi for {Education}', 'price': '43', 'quantity': '1'}, {'name': 'Raspberry Pi 4 Model B - 2GB', 'price': '208', 'quantity': '1'}]",
229,Record QR Data Into CSV Format Using Raspberry Pi,COMBINE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Store QR scans into CSV database.,2020-07-29,education,1464,1,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW",Raspberry Pi,TRUE,https://my.cytron.io/tutorial/record-qr-data-into-csv-format-using-raspberry-pi,"['Raspberry Pi', 'QR Reader', 'Record Data In CSV', 'Raspberry Pi']",,
230,USB Serial Communication Using Raspberry Pi and Microbit,COMBINE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Serial link between Pi and micro:bit.,2020-08-05,education,2088,0,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW","Raspberry Pi, micro:bit",TRUE,https://my.cytron.io/tutorial/usb-serial-communication-using-raspberry-pi-and-microbit,"['Raspberry Pi', 'Microbit', 'USB Serial', 'Raspberry Pi', 'micro:bit']",,
231,EDU:BIT Pedestrian Crossing Traffic Lights,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Pedestrian crossing project using EDU:BIT kit.,2020-08-07,education,2338,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",micro:bit,TRUE,https://my.cytron.io/tutorial/edubit-pedestrian-crossing-traffic-lights,"['micro:bit', 'Edu:bit']",,
232,Control LED on EDU:BIT Using IoT Blynk App and Raspberry Pi,COMBINE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Control EDU:BIT LEDs remotely with Blynk.,2020-08-12,education,1840,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW","micro:bit, Raspberry Pi",TRUE,https://my.cytron.io/tutorial/control-led-on-edubit-using-iot-blynk-app-and-raspberry-pi,"['Raspberry Pi', 'micro:bit', 'IoT Blynk', 'micro:bit', 'Wireless & IoT']",,
233,Interface Fingerprint Sensor Using M5Stack Core ESP32 Development Kit,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M5Stack Core2,,Interface fingerprint sensor with M5Stack.,2020-08-26,education,2813,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/interface-fingerprint-sensor-using-m5stack-core-esp32-development-kit,"['Fingerprint', 'ESP32', 'ESP32', 'Sensor']",,
234,EDU:bit Objects Counter with Mini Conveyor,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Build a conveyor object counter with EDU:BIT kit.,2020-08-28,education,1716,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",micro:bit,TRUE,https://my.cytron.io/tutorial/edubit-objects-counter-with-mini-conveyor,"['micro:bit', 'Edu:bit']",,
235,Program M5Stack Using Graphical Blocky Editor Ui.Flow,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M5Stack Core2,,Graphical programming of M5Stack board.,2020-09-03,education,2378,0,Idris,Tutorial,Beginner,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/program-m5stack-using-graphical-blocky-editor-ui-flow,"['ESP32', 'M5Stack', 'UIFlow', 'ESP32']",,
236,Monitor Temperature Humidity via SMS Using M5Stack and SIM800L,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,M5Stack Core2,,IoT weather data via SMS.,2020-09-09,education,2664,0,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW",IoT/ESP32,TRUE,https://my.cytron.io/tutorial/monitor-temperature-humidity-via-sms-using-m5stack-and-sim800l,"['ESP32', 'SIM800L', 'M5Stack', 'SHT30', 'ESP32', 'Sensor']",,
237,Control NeoPixel RGB LED Color Code Using Keypad and Maker Nano,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,Use keypad to choose NeoPixel LED colors.,2020-09-15,education,1924,0,Idris,Tutorial,Intermediate,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/control-neopixel-rgb-led-color-code-using-keypad-and-maker-nano,"['Arduino Nano', 'Keypad', 'NeoPixel', 'RGB Color Code', 'Arduino Ecosystem']",,
238,Gas Detector Using The MQ2 Sensor on Maker NANO,RE-EDIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Edit Thumbnail,,MQ2 gas sensor project with Maker Nano.,2020-09-18,education,2425,0,suadanwar,Tutorial,Beginner,"MY, SG, TH, VN, WWW",Arduino,TRUE,https://my.cytron.io/tutorial/gas-detector-using-mq2-sensor-on-maker-nano,"['Maker Nano', 'Arduino Ecosystem', 'Sensor', 'Makers']",,
